Demanda;periodomediodeviaje;paraderosubida;paraderobajada;netapa;serv_1era_etapa;t_1era_etapa;tespera_1era_etapa;ttrasbordo_1era_etapa;tcaminata_1era_etapa;serv_2da_etapa;t_2da_etapa;tespera_2da_etapa;ttrasbordo_2da_etapa;tcaminata_2da_etapa;serv_3era_etapa;t_3era_etapa;tespera_3era_etapa;ttrasbordo_3era_etapa;tcaminata_3era_etapa;serv_4ta_etapa;t_4ta_etapa
1.4687;04 - PUNTA MANANA;BAQUEDANO L1;L-10-10-10-OP;2;L1;22.1333;3.1414;4.1833;1.042;T527 C0 00I;36.9167;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;L-10-48-15-OP;2;L1;24.1167;2.3495;2.4833;0.1338;T521 07R;9.05;-;-;-;-;-;-;-;-;-;-
0;04 - PUNTA MANANA;BAQUEDANO L1;L-10-62-50-OP;2;L1;19.65;14.0875;15.8167;1.7291;T532 00I;33.7667;-;-;-;-;-;-;-;-;-;-
0;04 - PUNTA MANANA;BAQUEDANO L1;L-10-62-60-OP;2;L1;19.65;4.1375;5.8667;1.7291;T532 00I;31.4667;-;-;-;-;-;-;-;-;-;-
1.2762;04 - PUNTA MANANA;BAQUEDANO L1;L-10-67-40-OP;2;L1;19.65;0.2375;1.9667;1.7291;T531 00R;7.8833;-;-;-;-;-;-;-;-;-;-
1.4687;04 - PUNTA MANANA;BAQUEDANO L1;L-10-67-40-OP;2;L1;19.65;2.8042;4.5333;1.7291;T532 00I;7.7833;-;-;-;-;-;-;-;-;-;-
1.2964;04 - PUNTA MANANA;BAQUEDANO L1;L-10-67-40-OP;2;L1;19.65;4.7542;6.4833;1.7291;T532 00I;8.3833;-;-;-;-;-;-;-;-;-;-
1.2964;04 - PUNTA MANANA;BAQUEDANO L1;L-13-102-10-SN;2;L1;32.65;-3.6224;-2.75;0.8724;T378 01R;5.2;-;-;-;-;-;-;-;-;-;-
1.2762;04 - PUNTA MANANA;BAQUEDANO L1;L-13-108-20-NS;3;L1;37;8.5357;9.7;1.1643;T318 00I;14;15.2797;16.6333;1.3536;T545 01R;4.9667;-;-;-;-;-
1.285;04 - PUNTA MANANA;BAQUEDANO L1;L-13-27-40-SN;2;L1;37;13.0359;14.2833;1.2475;T348 00R;21.5167;-;-;-;-;-;-;-;-;-;-
1.2964;04 - PUNTA MANANA;BAQUEDANO L1;L-13-28-30-OP;2;L1;29.5833;-1.7354;-0.6333;1.102;T404 C0 00R;3.7;-;-;-;-;-;-;-;-;-;-
1.285;04 - PUNTA MANANA;BAQUEDANO L1;L-13-3-70-PO;2;L1;37;17.519;18.6833;1.1643;T506 E1 00R;33.05;-;-;-;-;-;-;-;-;-;-
1.285;04 - PUNTA MANANA;BAQUEDANO L1;L-13-65-50-OP;2;L1;37;5.3524;6.5167;1.1643;T405 00R;11.4667;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;L-15-11-40-SN;2;L1;21.0833;5.5484;6.6;1.0516;B53 C0 00R;12.6;-;-;-;-;-;-;-;-;-;-
1.308;04 - PUNTA MANANA;BAQUEDANO L1;L-15-12-50-PO;2;L1;13.6333;5.954;6.2;0.246;B72 00I;25.5833;-;-;-;-;-;-;-;-;-;-
1.285;04 - PUNTA MANANA;BAQUEDANO L1;L-15-13-10-SN;2;L1;13.6333;7.6959;14.0167;6.3208;B64 00I;20.8667;-;-;-;-;-;-;-;-;-;-
1.308;04 - PUNTA MANANA;BAQUEDANO L1;L-15-13-15-SN;2;L1;13.6333;2.1997;8.65;6.4503;B64 00I;12.3;-;-;-;-;-;-;-;-;-;-
1.308;04 - PUNTA MANANA;BAQUEDANO L1;L-16-15-5-PO;2;L1;5.1833;12.5986;12.95;0.3514;T411 00I;46.7333;-;-;-;-;-;-;-;-;-;-
37.452400000000004;04 - PUNTA MANANA;BAQUEDANO L1;CUMMING;1;L1;11.5167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1.308;04 - PUNTA MANANA;BAQUEDANO L1;E-21-89-OP-35;2;L1;19.1333;0.4409;1.8167;1.3758;T468 00R;8.3833;-;-;-;-;-;-;-;-;-;-
1.2762;04 - PUNTA MANANA;BAQUEDANO L1;E-21-89-OP-35;2;L1;19.1333;-0.5969;0.8;1.3969;T467 00R;8.9333;-;-;-;-;-;-;-;-;-;-
7.7816;04 - PUNTA MANANA;BAQUEDANO L1;EINSTEIN;1;L1;22.1667;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
21.936799999999998;04 - PUNTA MANANA;BAQUEDANO L1;EL LLANO;1;L1;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1.308;04 - PUNTA MANANA;BAQUEDANO L1;Estacion Lo Blanco;2;L1;11.3;0.2382;2.4;2.1618;-;13.3167;-;-;-;-;-;-;-;-;-;-
1.308;04 - PUNTA MANANA;BAQUEDANO L1;Estacion Lo Blanco;2;L1;11.3;0.3216;2.4833;2.1618;-;13.3167;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;Estacion Lo Blanco;2;L1;11.3;0.3882;2.55;2.1618;-;13.3167;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;Estacion Lo Blanco;2;L1;11.3;0.5716;2.7333;2.1618;-;13.3167;-;-;-;-;-;-;-;-;-;-
1.2762;04 - PUNTA MANANA;BAQUEDANO L1;Estacion Lo Blanco;2;L1;11.3;2.2049;4.3667;2.1618;-;13.3167;-;-;-;-;-;-;-;-;-;-
1.285;04 - PUNTA MANANA;BAQUEDANO L1;Estacion Maestranza;2;L1;11.3;-0.2284;1.9333;2.1618;-;18.3167;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;Estacion San Bernardo;2;L1;11.3;1.7882;3.95;2.1618;-;16.6167;-;-;-;-;-;-;-;-;-;-
22.0094;04 - PUNTA MANANA;BAQUEDANO L1;FERNANDO CASTILLO VELASCO;1;L1;25.35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
82.63919999999999;04 - PUNTA MANANA;BAQUEDANO L1;HERNANDO DE MAGALLANES;1;L1;18.65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
25.7892;04 - PUNTA MANANA;BAQUEDANO L1;INES DE SUAREZ;1;L1;15.1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
125.68079999999995;04 - PUNTA MANANA;BAQUEDANO L1;IRARRAZAVAL ;1;L1;13.5167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1.2762;04 - PUNTA MANANA;BAQUEDANO L1;L-10-10-10-OP;2;L1;22.1333;0.5247;1.5667;1.042;T527 C0 00I;44.6167;-;-;-;-;-;-;-;-;-;-
1.4687;04 - PUNTA MANANA;BAQUEDANO L1;L-10-10-10-OP;2;L1;22.1333;15.508;16.55;1.042;T527 C0 00I;36.9167;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;L-10-10-10-OP;2;L1;22.1333;4.308;5.35;1.042;T527 C0 00I;38.2;-;-;-;-;-;-;-;-;-;-
1.366;04 - PUNTA MANANA;BAQUEDANO L1;L-10-10-10-OP;2;L1;22.1333;5.808;6.85;1.042;T527 C0 00I;38.05;-;-;-;-;-;-;-;-;-;-
1.2964;04 - PUNTA MANANA;BAQUEDANO L1;L-10-10-10-OP;2;L1;22.1333;7.1247;8.1667;1.042;T527 C0 00I;39;-;-;-;-;-;-;-;-;-;-
1.3296;04 - PUNTA MANANA;BAQUEDANO L1;L-10-10-20-OP;2;L1;22.1333;4.2247;5.2667;1.042;T527 C0 00I;44.5333;-;-;-;-;-;-;-;-;-;-
0;04 - PUNTA MANANA;BAQUEDANO L1;L-10-62-60-OP;2;L1;19.65;22.9375;24.6667;1.7291;T532 00I;35.9667;-;-;-;-;-;-;-;-;-;-
0;04 - PUNTA MANANA;BAQUEDANO L1;L-10-62-60-OP;2;L1;19.65;4.6209;6.35;1.7291;T532 00I;31.4667;-;-;-;-;-;-;-;-;-;-
0;04 - PUNTA MANANA;BAQUEDANO L1;L-10-62-60-OP;2;L1;19.65;5.5042;7.2333;1.7291;T532 00I;31.2;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;L-16-19-15-SN;2;L1;21.0833;11.643;12.5;0.857;B66 00I;35.5333;-;-;-;-;-;-;-;-;-;-
1.2762;04 - PUNTA MANANA;BAQUEDANO L1;L-16-19-15-SN;2;L1;21.0833;7.3246;8.3167;0.9921;B66 00I;32.75;-;-;-;-;-;-;-;-;-;-
1.2762;04 - PUNTA MANANA;BAQUEDANO L1;L-16-23-5-SN;3;L1;13.6333;-1.2528;1.2667;2.5195;B51 C0 00I;27.5167;27.2802;27.9833;0.7032;B69 00R;20.1833;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;L-16-7-5-SN;2;L1;21.0833;8.1951;9;0.8049;B66 00I;45.8;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;L-17-11-110-PO;2;L1;16.5;9.1183;11.8;2.6817;T517 01I;15.6833;-;-;-;-;-;-;-;-;-;-
1.4827;04 - PUNTA MANANA;BAQUEDANO L1;L-17-11-170-OP;2;L1;21.0833;1.3072;2.25;0.9428;T225 00I;3.4333;-;-;-;-;-;-;-;-;-;-
1.308;04 - PUNTA MANANA;BAQUEDANO L1;L-17-17-25-NS;2;L1;16.4;3.7013;6.1833;2.482;T216 00R;1.6667;-;-;-;-;-;-;-;-;-;-
1.2964;04 - PUNTA MANANA;BAQUEDANO L1;L-17-23-10-SN;2;L1;21.0833;1.2504;2.6;1.3496;T451 00I;9.15;-;-;-;-;-;-;-;-;-;-
1.308;04 - PUNTA MANANA;BAQUEDANO L1;L-17-24-25-NS;2;L1;21.0833;4.4942;5.35;0.8558;T225 06I;4.85;-;-;-;-;-;-;-;-;-;-
1.2964;04 - PUNTA MANANA;BAQUEDANO L1;L-17-26-5-SN;2;L1;21.0833;18.1604;22.1;3.9396;B59 00R;36.9667;-;-;-;-;-;-;-;-;-;-
1.2762;04 - PUNTA MANANA;BAQUEDANO L1;L-17-35-15-PO;2;L1;13.6333;3.8139;6.3333;2.5195;B51 C0 00I;33.55;-;-;-;-;-;-;-;-;-;-
1.2762;04 - PUNTA MANANA;BAQUEDANO L1;L-17-35-20-PO;2;L1;5.1833;9.9653;10.3167;0.3514;T411 00I;44.1167;-;-;-;-;-;-;-;-;-;-
1.2762;04 - PUNTA MANANA;BAQUEDANO L1;L-17-35-5-PO;2;L1;13.6333;0.4472;2.9667;2.5195;B51 C0 00I;24.05;-;-;-;-;-;-;-;-;-;-
1.366;04 - PUNTA MANANA;BAQUEDANO L1;L-17-35-5-PO;2;L1;13.6333;-1.4861;1.0333;2.5195;B51 C0 00I;25;-;-;-;-;-;-;-;-;-;-
1.308;04 - PUNTA MANANA;BAQUEDANO L1;L-17-4-35-PO;2;L1;21.0833;12.7646;13.5167;0.752;T421 00I;19.4833;-;-;-;-;-;-;-;-;-;-
1.285;04 - PUNTA MANANA;BAQUEDANO L1;L-17-4-35-PO;2;L1;21.0833;8.148;8.9;0.752;T421 00I;17.9167;-;-;-;-;-;-;-;-;-;-
1.285;04 - PUNTA MANANA;BAQUEDANO L1;L-17-8-15-OP;2;L1;13.6333;10.2265;10.4167;0.1902;B70 00I;8.3333;-;-;-;-;-;-;-;-;-;-
1.2964;04 - PUNTA MANANA;BAQUEDANO L1;L-18-15-40-NS;2;L1;11.35;6.3944;6.9833;0.5889;T445 00I;6;-;-;-;-;-;-;-;-;-;-
1.2762;04 - PUNTA MANANA;BAQUEDANO L1;L-19-28-100-PO;2;L1;18.1833;-0.8984;-0.6333;0.265;T448 C0 00R;26.55;-;-;-;-;-;-;-;-;-;-
1.308;04 - PUNTA MANANA;BAQUEDANO L1;L-19-28-50-PO;2;L1;20.4667;11.7235;12.5167;0.7932;T412 06I;7.6667;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;L-19-31-35-PO;2;L1;23.45;10.5833;11.4167;0.8333;T442 01I;7.95;-;-;-;-;-;-;-;-;-;-
1.308;04 - PUNTA MANANA;BAQUEDANO L1;L-19-31-50-PO;2;L1;23.45;0.1683;0.85;0.6817;T441 01I;8.9667;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;L-2-21-5-OP;2;L1;19.65;5.1706;5.8667;0.696;B01 00I;2.7;-;-;-;-;-;-;-;-;-;-
1.2964;04 - PUNTA MANANA;BAQUEDANO L1;L-24-5-35-PO;2;L1;28.6167;0.4147;0.9167;0.502;T231 00I;6.8833;-;-;-;-;-;-;-;-;-;-
6.4556;04 - PUNTA MANANA;BAQUEDANO L1;FRANKLIN;1;L1;18.7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12.8793;04 - PUNTA MANANA;BAQUEDANO L1;HOSPITAL SOTERO DEL RIO;1;L1;39.7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
45.2528;04 - PUNTA MANANA;BAQUEDANO L1;HOSPITALES;1;L1;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;L-10-47-5-SN;2;L1;21.9667;0.8486;1.7333;0.8847;T530 07R;12.9333;-;-;-;-;-;-;-;-;-;-
0;04 - PUNTA MANANA;BAQUEDANO L1;L-10-62-60-OP;2;L1;19.65;5.1709;6.9;1.7291;T532 00I;31.2;-;-;-;-;-;-;-;-;-;-
1.2762;04 - PUNTA MANANA;BAQUEDANO L1;L-10-67-40-OP;2;L1;19.65;2.2042;3.9333;1.7291;T532 00I;7.5;-;-;-;-;-;-;-;-;-;-
1.2913;04 - PUNTA MANANA;BAQUEDANO L1;L-10-67-40-OP;2;L1;19.65;8.6209;10.35;1.7291;T532 00I;7.5;-;-;-;-;-;-;-;-;-;-
1.285;04 - PUNTA MANANA;BAQUEDANO L1;L-13-14-55-OP;2;L1;5.6167;4.8619;8.2;3.3381;T545 01R;42.5333;-;-;-;-;-;-;-;-;-;-
1.2762;04 - PUNTA MANANA;BAQUEDANO L1;L-13-27-30-SN;2;L1;37;8.8525;10.1;1.2475;T348 06R;26.0333;-;-;-;-;-;-;-;-;-;-
1.285;04 - PUNTA MANANA;BAQUEDANO L1;L-13-54-5-PO;2;L1;37;3.9692;5.55;1.5808;T382 00I;15.9833;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;L-13-65-50-OP;2;L1;37;2.169;3.3333;1.1643;T405 00R;9.25;-;-;-;-;-;-;-;-;-;-
1.2762;04 - PUNTA MANANA;BAQUEDANO L1;L-15-12-50-PO;2;L1;13.6333;10.0015;10.25;0.2485;B72 00I;20.6667;-;-;-;-;-;-;-;-;-;-
1.285;04 - PUNTA MANANA;BAQUEDANO L1;L-15-12-50-PO;2;L1;13.6333;15.8989;16.1333;0.2344;B72 00I;22.1167;-;-;-;-;-;-;-;-;-;-
1.285;04 - PUNTA MANANA;BAQUEDANO L1;L-15-13-15-SN;3;L1;16.4;4.2647;8.7667;4.502;T216 00I;4.7;2.8049;6;3.1951;B64 00I;2.6167;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;L-15-6-70-PO;2;L1;13.6333;19.5265;19.7167;0.1902;B61 00I;21.0333;-;-;-;-;-;-;-;-;-;-
1.3296;04 - PUNTA MANANA;BAQUEDANO L1;L-15-8-20-SN;2;L1;16.4;1.7007;5.65;3.9493;B57 01R;8.0667;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;L-15-9-70-SN;2;L1;16.4;12.0187;15.5;3.4813;T216 00I;6.0833;-;-;-;-;-;-;-;-;-;-
1.2762;04 - PUNTA MANANA;BAQUEDANO L1;L-16-15-10-SN;2;L1;13.6333;4.7139;7.2333;2.5195;B51 00I;37.5833;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;L-16-15-5-PO;2;L1;5.1833;1.8486;2.2;0.3514;T411 00I;32.2667;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;L-16-15-5-PO;2;L1;5.1833;19.782;20.1333;0.3514;T411 00I;43.1;-;-;-;-;-;-;-;-;-;-
1.308;04 - PUNTA MANANA;BAQUEDANO L1;L-16-19-30-SN;2;L1;21.0833;2.4238;3.2;0.7762;B66 00I;27.2833;-;-;-;-;-;-;-;-;-;-
1.285;04 - PUNTA MANANA;BAQUEDANO L1;L-16-19-30-SN;2;L1;21.0833;3.4785;4.3167;0.8381;B66 00I;33.7667;-;-;-;-;-;-;-;-;-;-
1.4687;04 - PUNTA MANANA;BAQUEDANO L1;L-16-23-15-SN;3;L1;13.6333;4.3305;6.85;2.5195;B51 00I;21.55;19.9449;20.3833;0.4384;B69 00R;21.8167;-;-;-;-;-
1.2762;04 - PUNTA MANANA;BAQUEDANO L1;L-17-11-185-PO;2;L1;8.5333;6.6525;7.5;0.8475;T503 01I;33.1833;-;-;-;-;-;-;-;-;-;-
1.2964;04 - PUNTA MANANA;BAQUEDANO L1;L-17-17-25-NS;2;L1;16.4;10.9678;12.5;1.5322;B57 01I;4;-;-;-;-;-;-;-;-;-;-
1.285;04 - PUNTA MANANA;BAQUEDANO L1;L-17-11-70-OP;3;L1;16.4;4.0171;6.25;2.2329;B57 01I;-;-;-;-;T503 00R;2.8167;-;-;-;-;-
1.2913;04 - PUNTA MANANA;BAQUEDANO L1;L-17-17-25-NS;2;L1;16.4;5.2286;7.5333;2.3047;T216 00R;1.7667;-;-;-;-;-;-;-;-;-;-
1.2762;04 - PUNTA MANANA;BAQUEDANO L1;L-17-23-10-SN;2;L1;21.0833;7.2408;8.4833;1.2425;T451 00I;13.4333;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;L-17-24-25-NS;2;L1;21.0833;0.8499;1.75;0.9001;B66 00R;3.4333;-;-;-;-;-;-;-;-;-;-
1.2964;04 - PUNTA MANANA;BAQUEDANO L1;L-17-26-5-SN;2;L1;21.0833;19.5271;23.4667;3.9396;B59 00R;37.0667;-;-;-;-;-;-;-;-;-;-
1.4687;04 - PUNTA MANANA;BAQUEDANO L1;L-17-27-20-PO;2;L1;21.0833;1.9521;10.3167;8.3646;B59 00R;15.4833;-;-;-;-;-;-;-;-;-;-
1.2913;04 - PUNTA MANANA;BAQUEDANO L1;L-17-31-45-SN;2;L1;21.0833;4.8957;10.5;5.6043;B59 00R;25.7167;-;-;-;-;-;-;-;-;-;-
1.2964;04 - PUNTA MANANA;BAQUEDANO L1;L-17-35-15-PO;2;L1;16.4;11.4172;13.9167;2.4995;B51 C0 00I;24.6333;-;-;-;-;-;-;-;-;-;-
1.285;04 - PUNTA MANANA;BAQUEDANO L1;L-17-35-20-PO;2;L1;13.6333;0.2139;2.7333;2.5195;B51 C0 00I;32.6833;-;-;-;-;-;-;-;-;-;-
1.2762;04 - PUNTA MANANA;BAQUEDANO L1;L-17-35-20-PO;2;L1;13.6333;-0.5361;1.9833;2.5195;B51 C0 00I;36.6667;-;-;-;-;-;-;-;-;-;-
1.2964;04 - PUNTA MANANA;BAQUEDANO L1;L-17-35-20-PO;2;L1;13.6333;4.7139;7.2333;2.5195;B51 00I;39.2833;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;L-17-35-20-PO;2;L1;5.1833;14.0153;14.3667;0.3514;T411 00I;32.0833;-;-;-;-;-;-;-;-;-;-
1.285;04 - PUNTA MANANA;BAQUEDANO L1;L-17-35-20-PO;3;L1;16.4;1.7172;4.2167;2.4995;B51 C0 00I;-;-;-;-;T411 00I;3.3;-;-;-;-;-
1.2762;04 - PUNTA MANANA;BAQUEDANO L1;L-17-35-25-PO;2;L1;16.4;0.6005;3.1;2.4995;B51 C0 00I;29.3167;-;-;-;-;-;-;-;-;-;-
1.2964;04 - PUNTA MANANA;BAQUEDANO L1;L-17-35-5-PO;2;L1;13.6333;1.4805;4;2.5195;B51 C0 00I;21.4667;-;-;-;-;-;-;-;-;-;-
1.2964;04 - PUNTA MANANA;BAQUEDANO L1;L-17-35-5-PO;2;L1;13.6333;3.5305;6.05;2.5195;B51 00I;29.7;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;L-17-35-5-PO;2;L1;13.6333;5.0139;7.5333;2.5195;B51 00I;22.6;-;-;-;-;-;-;-;-;-;-
1.2762;04 - PUNTA MANANA;BAQUEDANO L1;L-17-35-5-PO;2;L1;16.4;-0.5328;1.9667;2.4995;B51 00I;24.6;-;-;-;-;-;-;-;-;-;-
1.285;04 - PUNTA MANANA;BAQUEDANO L1;L-19-28-70-PO;2;L1;20.4667;22.6735;23.4667;0.7932;T412 00I;13.4;-;-;-;-;-;-;-;-;-;-
1.2964;04 - PUNTA MANANA;BAQUEDANO L1;L-19-31-45-PO;2;L1;23.45;11.9051;12.45;0.5449;T441 01I;9.0167;-;-;-;-;-;-;-;-;-;-
1.308;04 - PUNTA MANANA;BAQUEDANO L1;L-21-12-35-NS;2;L1;19.1333;8.9567;10.35;1.3933;T329 00R;5.4167;-;-;-;-;-;-;-;-;-;-
1.308;04 - PUNTA MANANA;BAQUEDANO L1;L-21-18-20-OP;2;L1;15.9167;12.7569;14.3333;1.5764;T332 00I;5.6167;-;-;-;-;-;-;-;-;-;-
1.285;04 - PUNTA MANANA;BAQUEDANO L1;L-21-25-30-OP;2;L1;20.6667;-0.6637;0.1667;0.8304;T344 00I;10.3;-;-;-;-;-;-;-;-;-;-
1.2964;04 - PUNTA MANANA;BAQUEDANO L1;L-2-21-5-OP;2;L1;19.65;7.2182;7.8333;0.6151;B01 00I;2.7;-;-;-;-;-;-;-;-;-;-
1.2762;04 - PUNTA MANANA;BAQUEDANO L1;L-17-19-55-PO;2;L1;16.5;7.5365;10.15;2.6135;B54 01R;16.0667;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;L-17-22-5-SN;2;L1;21.0833;3.4623;4.7167;1.2544;T451 00I;8.9833;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;L-17-23-10-SN;2;L1;21.0833;11.1887;12.6;1.4113;T225 00R;11.1333;-;-;-;-;-;-;-;-;-;-
1.285;04 - PUNTA MANANA;BAQUEDANO L1;L-17-23-10-SN;2;L1;21.0833;13.2392;14.4833;1.2441;T225 00R;8.6;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;L-17-23-10-SN;2;L1;21.0833;3.158;4.1167;0.9587;B53 00R;8.0333;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;L-17-24-35-NS;2;L1;21.0833;0.6999;1.6;0.9001;B66 00R;6.5;-;-;-;-;-;-;-;-;-;-
1.308;04 - PUNTA MANANA;BAQUEDANO L1;L-17-35-15-PO;2;L1;13.6333;3.0972;5.6167;2.5195;B51 C0 00I;27;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;L-17-35-15-PO;2;L1;16.4;3.8672;6.3667;2.4995;B51 C0 00I;28.8667;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;L-17-35-20-PO;2;L1;13.6333;0.5805;3.1;2.5195;B51 00I;30.6;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;L-17-35-20-PO;2;L1;13.6333;1.0972;3.6167;2.5195;B51 00I;38.1333;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;L-17-35-20-PO;2;L1;13.6333;1.6139;4.1333;2.5195;B51 C0 00I;35.2667;-;-;-;-;-;-;-;-;-;-
1.2762;04 - PUNTA MANANA;BAQUEDANO L1;L-17-35-20-PO;2;L1;13.6333;9.5516;11.6167;2.065;B51 00I;30.95;-;-;-;-;-;-;-;-;-;-
1.308;04 - PUNTA MANANA;BAQUEDANO L1;L-17-35-20-PO;2;L1;16.4;0.7672;3.2667;2.4995;B51 C0 00I;34.5;-;-;-;-;-;-;-;-;-;-
1.2964;04 - PUNTA MANANA;BAQUEDANO L1;L-17-35-20-PO;2;L1;16.4;2.7172;5.2167;2.4995;B51 C0 00I;36.6;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;L-17-35-20-PO;2;L1;16.4;4.6172;7.1167;2.4995;B51 00I;23.1667;-;-;-;-;-;-;-;-;-;-
1.2762;04 - PUNTA MANANA;BAQUEDANO L1;L-17-35-20-PO;2;L1;18.65;13.9722;18;4.0278;B55 01R;23.9667;-;-;-;-;-;-;-;-;-;-
1.285;04 - PUNTA MANANA;BAQUEDANO L1;L-17-35-20-PO;2;L1;5.1833;5.882;6.2333;0.3514;T411 00I;44.0333;-;-;-;-;-;-;-;-;-;-
1.2964;04 - PUNTA MANANA;BAQUEDANO L1;L-17-35-30-PO;2;L1;-;-;-;-;B51 00I;7.25;-;-;-;-;-;-;-;-;-;-
1.308;04 - PUNTA MANANA;BAQUEDANO L1;L-17-35-5-PO;2;L1;13.6333;3.1639;5.6833;2.5195;B51 00I;23.3167;-;-;-;-;-;-;-;-;-;-
1.2964;04 - PUNTA MANANA;BAQUEDANO L1;L-19-28-50-PO;2;L1;20.4667;23.8568;24.65;0.7932;T412 00I;7.4833;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;L-19-28-70-PO;2;L1;20.4667;3.1235;3.9167;0.7932;T412 00I;14.9167;-;-;-;-;-;-;-;-;-;-
1.4827;04 - PUNTA MANANA;BAQUEDANO L1;L-19-28-70-PO;2;L1;8.5333;36.869;37.7833;0.9144;T412 00I;22.05;-;-;-;-;-;-;-;-;-;-
1.308;04 - PUNTA MANANA;BAQUEDANO L1;L-19-31-20-PO;2;L1;23.45;9.9401;10.65;0.7099;T441 01I;6.85;-;-;-;-;-;-;-;-;-;-
1.2762;04 - PUNTA MANANA;BAQUEDANO L1;L-19-31-35-PO;2;L1;23.45;14.3999;15.0333;0.6334;T441 01I;8.95;-;-;-;-;-;-;-;-;-;-
1.308;04 - PUNTA MANANA;BAQUEDANO L1;L-2-21-5-OP;2;L1;19.65;8.8009;9.4333;0.6325;B01 00I;3.0333;-;-;-;-;-;-;-;-;-;-
1.29;04 - PUNTA MANANA;BAQUEDANO L1;L-23-36-5-SN;2;L1;2.85;6.9214;9.3167;2.3953;T206 00I;39.7667;-;-;-;-;-;-;-;-;-;-
1.308;04 - PUNTA MANANA;BAQUEDANO L1;L-28-8-120-NS;2;L1;23.8167;7.9291;8.5667;0.6376;T320 00I;11.3667;-;-;-;-;-;-;-;-;-;-
1.3296;04 - PUNTA MANANA;BAQUEDANO L1;L-29-28-10-OP;3;L1;11.3;2.0716;4.2333;2.1618;-;8.1667;14.1226;15.4;1.2774;T336 00R;8.4833;-;-;-;-;-
1.2913;04 - PUNTA MANANA;BAQUEDANO L1;L-29-28-10-OP;3;L1;11.3;-2.2618;-0.1;2.1618;-;8.1667;23.7364;24.8833;1.147;T336 00R;9.4167;-;-;-;-;-
1.2964;04 - PUNTA MANANA;BAQUEDANO L1;L-30-33-40-PO;3;L1;11.3;0.5549;2.7167;2.1618;-;13.3167;7.6238;8.65;1.0262;T253 00I;3.8833;-;-;-;-;-
